session_id,date,channel,device,country,landing_page,pages_viewed,session_duration_sec,bounce,product_view,pricing_view,signup_start,signup_complete,engaged,month
S00277,2026-03-27,Organic Search,Mobile,United Kingdom,/products,1,6.4,1,1,1,0,0,0,2026-03
S00278,2026-02-26,Direct,Desktop,India,/features,1,15.7,1,1,1,1,0,0,2026-02
S00279,2026-03-15,Email,Mobile,India,/features,1,19.7,1,1,1,0,0,0,2026-03
S00280,2026-03-04,Email,Desktop,Australia,/contact,7,157.2,0,0,0,0,0,1,2026-03
S00281,2026-01-28,Organic Search,Tablet,United States,/features,1,23.0,1,1,0,0,0,0,2026-01
S00282,2026-02-22,Organic Search,Mobile,Canada,/,3,327.1,0,0,0,0,0,1,2026-02
S00283,2026-01-03,Organic Search,Tablet,India,/contact,2,107.7,0,0,0,0,0,1,2026-01
S00284,2026-03-13,Organic Search,Mobile,Australia,/features,1,6.0,1,1,0,0,0,0,2026-03
S00285,2026-01-01,Paid Search,Mobile,India,/products,5,141.8,0,1,0,0,0,1,2026-01
S00286,2026-01-26,Direct,Mobile,India,/,1,40.8,1,0,0,0,0,0,2026-01
S00287,2026-01-14,Organic Search,Desktop,Canada,/contact,2,88.8,0,0,0,0,0,1,2026-01
S00288,2026-01-23,Direct,Mobile,Canada,/,4,225.7,0,0,0,0,0,1,2026-01
S00289,2026-01-09,Direct,Mobile,India,/features,4,149.3,0,1,1,1,1,1,2026-01
S00290,2026-02-15,Organic Search,Desktop,India,/products,4,139.3,0,1,1,1,0,1,2026-02
S00291,2026-01-10,Social,Mobile,India,/blog,5,165.6,0,1,1,0,0,1,2026-01
S00292,2026-01-19,Organic Search,Mobile,United Kingdom,/,3,151.8,0,1,0,0,0,1,2026-01
S00293,2026-02-06,Referral,Desktop,Canada,/blog,1,20.4,1,0,0,0,0,0,2026-02
S00294,2026-02-16,Organic Search,Desktop,India,/pricing,1,10.6,1,1,1,1,1,0,2026-02
S00295,2026-03-20,Email,Desktop,India,/features,1,8.1,1,1,0,0,0,0,2026-03
S00296,2026-03-27,Email,Desktop,United States,/products,7,146.1,0,1,0,0,0,1,2026-03
S00297,2026-02-25,Referral,Tablet,United Kingdom,/,1,11.8,1,0,0,0,0,0,2026-02
S00298,2026-01-28,Social,Mobile,India,/products,3,176.2,0,1,1,1,0,1,2026-01
S00299,2026-01-07,Social,Mobile,United States,/,3,176.1,0,1,0,0,0,1,2026-01
S00300,2026-02-24,Paid Search,Mobile,Australia,/contact,1,15.8,1,0,0,0,0,0,2026-02
S00301,2026-03-12,Social,Mobile,India,/,3,178.8,0,1,1,0,0,1,2026-03
S00302,2026-03-22,Organic Search,Desktop,United States,/products,5,320.5,0,1,1,0,0,1,2026-03
S00303,2026-02-13,Direct,Desktop,United States,/features,6,149.4,0,1,0,0,0,1,2026-02
S00304,2026-02-21,Direct,Mobile,United States,/products,4,107.3,0,1,0,0,0,1,2026-02
S00305,2026-03-06,Email,Mobile,Canada,/products,4,310.2,0,1,0,0,0,1,2026-03
S00306,2026-01-10,Direct,Desktop,United States,/blog,8,254.1,0,1,0,0,0,1,2026-01
S00307,2026-02-11,Direct,Tablet,India,/products,1,15.5,1,1,0,0,0,0,2026-02
S00308,2026-02-25,Paid Search,Mobile,India,/features,1,11.0,1,1,1,0,0,0,2026-02
S00309,2026-02-27,Organic Search,Mobile,United States,/blog,5,213.3,0,1,0,0,0,1,2026-02
S00310,2026-02-24,Organic Search,Mobile,India,/products,1,8.7,1,1,1,0,0,0,2026-02
S00311,2026-01-29,Direct,Mobile,India,/blog,1,20.5,1,0,0,0,0,0,2026-01
S00312,2026-01-29,Direct,Mobile,India,/features,1,28.3,1,1,1,1,1,0,2026-01
S00313,2026-03-27,Organic Search,Mobile,United States,/products,3,144.6,0,1,1,1,0,1,2026-03
S00314,2026-02-25,Direct,Desktop,Australia,/blog,2,140.9,0,0,0,0,0,1,2026-02
S00315,2026-01-01,Direct,Mobile,United States,/products,6,163.2,0,1,1,1,1,1,2026-01
S00316,2026-03-11,Direct,Mobile,Canada,/pricing,3,128.4,0,1,0,0,0,1,2026-03
S00317,2026-02-20,Direct,Mobile,India,/blog,4,260.7,0,0,0,0,0,1,2026-02
S00318,2026-03-14,Paid Search,Desktop,India,/,6,230.2,0,1,0,0,0,1,2026-03
S00319,2026-01-26,Organic Search,Mobile,Australia,/pricing,3,140.9,0,1,1,1,1,1,2026-01
S00320,2026-03-12,Referral,Mobile,India,/,1,57.1,1,0,0,0,0,0,2026-03
S00321,2026-01-21,Email,Mobile,United Kingdom,/blog,1,18.5,1,0,0,0,0,0,2026-01
S00322,2026-02-15,Direct,Desktop,United States,/blog,3,129.7,0,0,0,0,0,1,2026-02
S00323,2026-03-20,Direct,Desktop,India,/products,4,133.3,0,1,1,1,1,1,2026-03
S00324,2026-03-10,Direct,Mobile,United States,/,4,143.1,0,1,1,1,0,1,2026-03
S00325,2026-03-07,Email,Mobile,India,/contact,3,228.9,0,1,1,0,0,1,2026-03
S00326,2026-01-06,Paid Search,Mobile,India,/products,3,140.6,0,1,1,1,1,1,2026-01
S00327,2026-02-02,Social,Desktop,India,/products,1,13.6,1,1,0,0,0,0,2026-02
S00328,2026-03-07,Direct,Desktop,India,/,2,108.8,0,1,1,0,0,1,2026-03
S00329,2026-03-14,Paid Search,Mobile,India,/pricing,5,143.0,0,1,0,0,0,1,2026-03
S00330,2026-01-23,Organic Search,Mobile,Canada,/products,7,203.7,0,1,1,0,0,1,2026-01
S00331,2026-03-23,Social,Desktop,India,/features,1,17.9,1,1,1,1,1,0,2026-03
S00332,2026-01-08,Organic Search,Desktop,Canada,/blog,1,16.8,1,0,0,0,0,0,2026-01
S00333,2026-02-14,Paid Search,Mobile,United States,/,1,3.3,1,0,0,0,0,0,2026-02
S00334,2026-02-12,Email,Mobile,India,/pricing,1,9.3,1,1,0,0,0,0,2026-02
S00335,2026-01-18,Organic Search,Mobile,India,/products,1,18.4,1,1,0,0,0,0,2026-01
S00336,2026-01-17,Paid Search,Desktop,Australia,/,10,207.0,0,0,0,0,0,1,2026-01
S00337,2026-02-10,Organic Search,Desktop,United States,/blog,3,119.8,0,1,1,0,0,1,2026-02
S00338,2026-03-30,Social,Desktop,Australia,/products,1,8.5,1,1,1,0,0,0,2026-03
S00339,2026-02-28,Organic Search,Desktop,India,/features,6,174.9,0,1,0,0,0,1,2026-02
S00340,2026-01-17,Referral,Mobile,United States,/pricing,1,12.0,1,1,0,0,0,0,2026-01
S00341,2026-02-27,Organic Search,Mobile,United Kingdom,/products,3,151.5,0,1,0,0,0,1,2026-02
S00342,2026-03-26,Referral,Mobile,Australia,/contact,7,197.8,0,0,0,0,0,1,2026-03
S00343,2026-01-30,Social,Desktop,India,/pricing,6,174.1,0,1,1,0,0,1,2026-01
S00344,2026-03-17,Paid Search,Desktop,Australia,/,1,52.4,1,0,0,0,0,0,2026-03
S00345,2026-02-21,Social,Mobile,India,/pricing,6,184.6,0,1,0,0,0,1,2026-02
S00346,2026-03-18,Social,Mobile,Canada,/contact,4,141.9,0,0,0,0,0,1,2026-03
S00347,2026-02-13,Referral,Desktop,United States,/products,5,235.0,0,1,0,0,0,1,2026-02
S00348,2026-02-09,Organic Search,Desktop,United States,/products,4,202.7,0,1,0,0,0,1,2026-02
S00349,2026-01-07,Paid Search,Desktop,India,/pricing,1,47.1,1,1,0,0,0,0,2026-01
S00350,2026-01-24,Organic Search,Mobile,Canada,/products,1,6.4,1,1,0,0,0,0,2026-01
S00351,2026-01-16,Paid Search,Desktop,India,/,5,158.6,0,1,0,0,0,1,2026-01
S00352,2026-02-13,Organic Search,Desktop,India,/pricing,3,91.5,0,1,0,0,0,1,2026-02
S00353,2026-02-18,Paid Search,Desktop,United States,/features,1,4.9,1,1,0,0,0,0,2026-02
S00354,2026-03-27,Paid Search,Desktop,United Kingdom,/blog,1,9.0,1,0,0,0,0,0,2026-03
S00355,2026-01-21,Direct,Desktop,India,/,1,20.5,1,0,0,0,0,0,2026-01
S00356,2026-01-28,Direct,Desktop,United States,/products,1,99.6,1,1,1,1,1,0,2026-01
S00357,2026-02-14,Social,Desktop,India,/,1,5.7,1,0,0,0,0,0,2026-02
S00358,2026-01-13,Social,Mobile,United States,/products,6,143.2,0,1,0,0,0,1,2026-01
S00359,2026-02-10,Direct,Mobile,United States,/blog,1,26.7,1,0,0,0,0,0,2026-02
S00360,2026-03-10,Paid Search,Desktop,United States,/products,7,203.9,0,1,0,0,0,1,2026-03
S00361,2026-01-31,Referral,Desktop,Canada,/features,1,22.0,1,1,0,0,0,0,2026-01
S00362,2026-02-12,Organic Search,Mobile,United States,/pricing,1,13.0,1,1,0,0,0,0,2026-02
S00363,2026-03-26,Organic Search,Mobile,India,/blog,2,158.1,0,1,0,0,0,1,2026-03
S00364,2026-01-22,Organic Search,Desktop,United States,/features,1,14.3,1,1,0,0,0,0,2026-01
S00365,2026-03-24,Paid Search,Desktop,India,/blog,1,40.8,1,0,0,0,0,0,2026-03
S00366,2026-01-05,Direct,Tablet,India,/features,3,163.2,0,1,0,0,0,1,2026-01
S00367,2026-02-24,Social,Mobile,United Kingdom,/features,1,17.5,1,1,1,1,0,0,2026-02
S00368,2026-03-14,Paid Search,Desktop,India,/pricing,1,5.7,1,1,0,0,0,0,2026-03
S00369,2026-01-11,Direct,Desktop,India,/products,3,96.3,0,1,1,0,0,1,2026-01
S00370,2026-01-24,Email,Mobile,Australia,/products,4,142.9,0,1,1,1,1,1,2026-01
S00371,2026-02-21,Social,Mobile,India,/features,3,101.9,0,1,0,0,0,1,2026-02
S00372,2026-01-02,Organic Search,Tablet,India,/,1,27.1,1,0,0,0,0,0,2026-01
S00373,2026-02-06,Direct,Mobile,India,/contact,1,24.8,1,0,0,0,0,0,2026-02
S00374,2026-03-30,Organic Search,Desktop,India,/products,3,190.0,0,1,0,0,0,1,2026-03
S00375,2026-02-10,Organic Search,Desktop,United Kingdom,/blog,5,110.9,0,0,0,0,0,1,2026-02
S00376,2026-03-18,Organic Search,Desktop,United Kingdom,/products,1,22.7,1,1,0,0,0,0,2026-03
S00377,2026-01-05,Referral,Mobile,United States,/contact,4,148.4,0,0,0,0,0,1,2026-01
S00378,2026-02-25,Direct,Desktop,India,/,2,110.2,0,0,0,0,0,1,2026-02
S00379,2026-03-29,Direct,Mobile,United States,/products,6,160.6,0,1,1,0,0,1,2026-03
S00380,2026-02-23,Social,Desktop,India,/features,1,24.7,1,1,0,0,0,0,2026-02
S00381,2026-02-01,Direct,Mobile,United States,/products,2,353.4,0,1,1,0,0,1,2026-02
S00382,2026-01-19,Referral,Desktop,United States,/products,3,115.7,0,1,1,0,0,1,2026-01
S00383,2026-01-11,Social,Desktop,India,/features,1,26.8,1,1,0,0,0,0,2026-01
S00384,2026-02-08,Direct,Mobile,United Kingdom,/features,3,117.8,0,1,1,0,0,1,2026-02
S00385,2026-03-01,Direct,Mobile,United Kingdom,/,5,263.0,0,1,0,0,0,1,2026-03
S00386,2026-02-26,Referral,Desktop,India,/pricing,5,238.7,0,1,1,1,1,1,2026-02
S00387,2026-03-26,Paid Search,Mobile,United States,/products,2,136.0,0,1,1,0,0,1,2026-03
S00388,2026-01-28,Referral,Mobile,United States,/products,1,10.6,1,1,0,0,0,0,2026-01
S00389,2026-02-15,Organic Search,Mobile,India,/blog,1,40.1,1,0,0,0,0,0,2026-02
S00390,2026-03-03,Email,Desktop,India,/,2,98.9,0,1,1,1,0,1,2026-03
S00391,2026-03-01,Paid Search,Mobile,United States,/pricing,2,90.6,0,1,1,0,0,1,2026-03
S00392,2026-02-27,Organic Search,Mobile,Australia,/products,3,147.8,0,1,0,0,0,1,2026-02
S00393,2026-02-25,Paid Search,Tablet,United States,/features,1,8.0,1,1,0,0,0,0,2026-02
S00394,2026-03-23,Paid Search,Mobile,United States,/pricing,3,99.0,0,1,1,0,0,1,2026-03
S00395,2026-01-30,Organic Search,Mobile,United States,/products,2,144.3,0,1,0,0,0,1,2026-01
S00396,2026-01-09,Direct,Mobile,India,/contact,5,154.4,0,1,1,1,1,1,2026-01
S00397,2026-03-28,Social,Mobile,India,/features,1,35.3,1,1,0,0,0,0,2026-03
S00398,2026-01-04,Organic Search,Mobile,India,/products,7,232.0,0,1,0,0,0,1,2026-01
S00399,2026-03-31,Direct,Desktop,Australia,/contact,1,12.9,1,0,0,0,0,0,2026-03
S00400,2026-01-01,Direct,Mobile,United Kingdom,/products,3,179.8,0,1,1,1,0,1,2026-01
S00401,2026-03-12,Organic Search,Desktop,Australia,/products,1,40.0,1,1,1,1,1,0,2026-03
S00402,2026-03-30,Email,Mobile,India,/products,2,204.7,0,1,0,0,0,1,2026-03
S00403,2026-02-01,Social,Mobile,India,/,1,17.4,1,0,0,0,0,0,2026-02
S00404,2026-02-24,Organic Search,Mobile,United States,/blog,1,12.8,1,0,0,0,0,0,2026-02
S00405,2026-03-30,Referral,Mobile,India,/pricing,1,16.3,1,1,0,0,0,0,2026-03
S00406,2026-03-09,Email,Desktop,India,/features,3,147.6,0,1,0,0,0,1,2026-03
S00407,2026-03-13,Organic Search,Mobile,United Kingdom,/products,2,166.1,0,1,1,1,1,1,2026-03
S00408,2026-02-28,Social,Mobile,United States,/,5,339.4,0,1,1,0,0,1,2026-02
S00409,2026-01-31,Organic Search,Mobile,United States,/products,5,182.7,0,1,1,0,0,1,2026-01
S00410,2026-01-21,Referral,Desktop,India,/,3,96.6,0,0,0,0,0,1,2026-01
S00411,2026-01-08,Paid Search,Mobile,India,/contact,1,42.5,1,0,0,0,0,0,2026-01
S00412,2026-03-02,Paid Search,Desktop,India,/blog,1,9.4,1,0,0,0,0,0,2026-03
S00413,2026-01-24,Organic Search,Mobile,India,/features,1,10.9,1,1,0,0,0,0,2026-01
S00414,2026-03-01,Email,Mobile,India,/blog,6,197.9,0,0,0,0,0,1,2026-03
S00415,2026-03-07,Organic Search,Desktop,India,/products,1,10.7,1,1,0,0,0,0,2026-03
S00416,2026-03-23,Organic Search,Mobile,Australia,/,3,111.3,0,0,0,0,0,1,2026-03
S00417,2026-03-17,Organic Search,Mobile,India,/products,6,156.5,0,1,1,1,1,1,2026-03
S00418,2026-02-01,Social,Tablet,India,/features,2,319.1,0,1,0,0,0,1,2026-02
S00419,2026-01-05,Organic Search,Mobile,India,/products,1,75.7,1,1,0,0,0,0,2026-01
S00420,2026-02-26,Email,Mobile,United Kingdom,/,2,75.5,0,0,0,0,0,1,2026-02
S00421,2026-03-07,Paid Search,Mobile,India,/blog,2,316.5,0,0,0,0,0,1,2026-03
S00422,2026-02-05,Organic Search,Mobile,India,/products,5,246.8,0,1,1,0,0,1,2026-02
S00423,2026-03-02,Organic Search,Desktop,India,/pricing,9,237.4,0,1,1,0,0,1,2026-03
S00424,2026-01-16,Organic Search,Mobile,India,/,1,3.0,1,0,0,0,0,0,2026-01
S00425,2026-01-16,Paid Search,Desktop,United States,/pricing,4,137.6,0,1,0,0,0,1,2026-01
S00426,2026-03-11,Social,Desktop,India,/products,3,196.3,0,1,1,0,0,1,2026-03
S00427,2026-01-14,Organic Search,Tablet,India,/features,4,201.2,0,1,1,0,0,1,2026-01
S00428,2026-02-11,Email,Desktop,United Kingdom,/blog,5,321.3,0,1,0,0,0,1,2026-02
S00429,2026-01-24,Organic Search,Desktop,India,/,7,170.5,0,0,0,0,0,1,2026-01
S00430,2026-02-06,Social,Desktop,United States,/features,1,15.2,1,1,1,1,1,0,2026-02
S00431,2026-01-06,Referral,Mobile,India,/features,1,21.4,1,1,1,1,0,0,2026-01
S00432,2026-02-11,Social,Mobile,United States,/blog,2,251.4,0,0,0,0,0,1,2026-02
S00433,2026-03-24,Paid Search,Desktop,India,/contact,4,130.7,0,0,0,0,0,1,2026-03
S00434,2026-03-23,Social,Mobile,India,/features,2,153.7,0,1,0,0,0,1,2026-03
S00435,2026-02-10,Organic Search,Desktop,India,/products,8,260.8,0,1,1,1,1,1,2026-02
S00436,2026-02-24,Organic Search,Mobile,Australia,/products,4,197.9,0,1,0,0,0,1,2026-02
S00437,2026-01-09,Organic Search,Desktop,India,/products,3,83.2,0,1,0,0,0,1,2026-01
S00438,2026-01-21,Direct,Mobile,Australia,/pricing,3,208.0,0,1,0,0,0,1,2026-01
S00439,2026-02-22,Social,Desktop,Australia,/contact,1,61.9,1,0,0,0,0,0,2026-02
S00440,2026-02-08,Paid Search,Mobile,India,/blog,1,22.2,1,0,0,0,0,0,2026-02
S00441,2026-01-28,Email,Mobile,India,/products,2,135.0,0,1,1,0,0,1,2026-01
S00442,2026-01-10,Organic Search,Desktop,India,/contact,4,434.7,0,0,0,0,0,1,2026-01
S00443,2026-01-29,Social,Desktop,Australia,/blog,1,14.7,1,0,0,0,0,0,2026-01
S00444,2026-01-29,Organic Search,Desktop,United States,/products,4,94.2,0,1,1,0,0,1,2026-01
S00445,2026-01-18,Organic Search,Tablet,United States,/features,1,30.3,1,1,1,0,0,0,2026-01
S00446,2026-01-31,Paid Search,Mobile,India,/products,1,24.8,1,1,1,1,0,0,2026-01
S00447,2026-02-11,Referral,Desktop,Canada,/pricing,1,20.5,1,1,0,0,0,0,2026-02
S00448,2026-01-13,Paid Search,Mobile,India,/pricing,1,36.3,1,1,0,0,0,0,2026-01
S00449,2026-01-04,Organic Search,Mobile,India,/contact,7,158.9,0,1,0,0,0,1,2026-01
S00450,2026-03-20,Paid Search,Mobile,India,/products,1,3.0,1,1,1,0,0,0,2026-03
S00451,2026-02-20,Organic Search,Mobile,India,/products,2,191.1,0,1,0,0,0,1,2026-02
S00452,2026-02-26,Email,Mobile,Canada,/blog,5,162.2,0,0,0,0,0,1,2026-02
S00453,2026-01-21,Paid Search,Desktop,United Kingdom,/features,1,21.8,1,1,0,0,0,0,2026-01
S00454,2026-01-02,Organic Search,Mobile,India,/,1,17.3,1,0,0,0,0,0,2026-01
S00455,2026-03-17,Organic Search,Desktop,India,/products,1,63.6,1,1,0,0,0,0,2026-03
S00456,2026-01-10,Organic Search,Mobile,United Kingdom,/contact,6,217.5,0,1,0,0,0,1,2026-01
S00457,2026-03-15,Referral,Mobile,United States,/features,5,170.3,0,1,1,1,1,1,2026-03
S00458,2026-03-29,Direct,Desktop,India,/products,5,314.8,0,1,1,1,1,1,2026-03
S00459,2026-01-08,Social,Mobile,India,/products,4,107.0,0,1,1,1,0,1,2026-01
S00460,2026-01-09,Paid Search,Mobile,United States,/pricing,2,100.7,0,1,1,1,0,1,2026-01
S00461,2026-01-01,Paid Search,Desktop,Australia,/blog,8,199.2,0,1,0,0,0,1,2026-01
S00462,2026-03-03,Organic Search,Mobile,United States,/pricing,3,165.0,0,1,0,0,0,1,2026-03
S00463,2026-01-23,Referral,Mobile,India,/features,5,154.6,0,1,0,0,0,1,2026-01
S00464,2026-03-10,Organic Search,Desktop,United States,/,4,125.1,0,0,0,0,0,1,2026-03
S00465,2026-02-16,Paid Search,Mobile,India,/features,1,7.3,1,1,1,1,0,0,2026-02
S00466,2026-03-21,Paid Search,Desktop,Canada,/,3,161.2,0,0,0,0,0,1,2026-03
S00467,2026-03-29,Paid Search,Desktop,India,/features,7,280.2,0,1,1,1,0,1,2026-03
S00468,2026-03-20,Referral,Mobile,India,/,1,26.1,1,0,0,0,0,0,2026-03
S00469,2026-01-30,Organic Search,Mobile,India,/,5,288.7,0,0,0,0,0,1,2026-01
S00470,2026-03-02,Direct,Mobile,India,/products,1,39.8,1,1,0,0,0,0,2026-03
S00471,2026-02-05,Direct,Desktop,India,/products,6,250.7,0,1,1,0,0,1,2026-02
S00472,2026-03-01,Direct,Mobile,United States,/products,2,215.0,0,1,0,0,0,1,2026-03
S00473,2026-03-19,Organic Search,Desktop,United Kingdom,/blog,1,3.5,1,0,0,0,0,0,2026-03
S00474,2026-02-13,Organic Search,Mobile,Canada,/features,4,222.8,0,1,1,0,0,1,2026-02
S00475,2026-03-07,Organic Search,Desktop,India,/pricing,5,177.1,0,1,0,0,0,1,2026-03
S00476,2026-01-06,Organic Search,Mobile,India,/pricing,5,196.6,0,1,0,0,0,1,2026-01
S00477,2026-03-07,Direct,Mobile,India,/products,5,311.7,0,1,0,0,0,1,2026-03
S00478,2026-02-24,Paid Search,Mobile,India,/features,3,153.2,0,1,1,1,0,1,2026-02
S00479,2026-03-11,Paid Search,Mobile,India,/,1,56.5,1,0,0,0,0,0,2026-03
S00480,2026-02-04,Direct,Tablet,Canada,/products,9,290.5,0,1,0,0,0,1,2026-02
S00481,2026-03-18,Direct,Mobile,Australia,/,3,142.5,0,1,0,0,0,1,2026-03
S00482,2026-02-14,Organic Search,Mobile,India,/products,1,13.6,1,1,0,0,0,0,2026-02
S00483,2026-02-04,Paid Search,Mobile,United Kingdom,/pricing,1,33.9,1,1,1,0,0,0,2026-02
S00484,2026-02-28,Organic Search,Mobile,United States,/,1,56.4,1,0,0,0,0,0,2026-02
S00485,2026-01-21,Organic Search,Desktop,India,/,3,182.0,0,1,0,0,0,1,2026-01
S00486,2026-02-26,Direct,Desktop,United States,/features,6,200.5,0,1,0,0,0,1,2026-02
S00487,2026-02-27,Direct,Desktop,India,/,2,161.5,0,0,0,0,0,1,2026-02
S00488,2026-03-11,Organic Search,Mobile,India,/blog,1,33.3,1,0,0,0,0,0,2026-03
S00489,2026-01-16,Paid Search,Mobile,Australia,/products,2,193.3,0,1,0,0,0,1,2026-01
S00490,2026-03-03,Paid Search,Desktop,United States,/features,2,169.1,0,1,0,0,0,1,2026-03
S00491,2026-01-26,Paid Search,Mobile,India,/blog,1,25.2,1,0,0,0,0,0,2026-01
S00492,2026-03-18,Paid Search,Desktop,India,/,3,120.9,0,0,0,0,0,1,2026-03
S00493,2026-01-28,Paid Search,Mobile,Australia,/features,1,13.7,1,1,1,1,0,0,2026-01
S00494,2026-03-30,Organic Search,Mobile,India,/products,5,200.4,0,1,1,0,0,1,2026-03
S00495,2026-01-13,Social,Desktop,Australia,/products,1,12.7,1,1,1,1,1,0,2026-01
S00496,2026-02-04,Direct,Mobile,Canada,/blog,3,103.3,0,1,0,0,0,1,2026-02
S00497,2026-02-27,Direct,Tablet,India,/blog,5,125.8,0,1,0,0,0,1,2026-02
S00498,2026-02-15,Paid Search,Mobile,United States,/products,4,267.6,0,1,1,0,0,1,2026-02
S00499,2026-01-17,Direct,Mobile,United States,/products,1,23.7,1,1,0,0,0,0,2026-01
S00500,2026-01-02,Direct,Mobile,United Kingdom,/,1,3.8,1,0,0,0,0,0,2026-01
S00501,2026-03-21,Social,Mobile,India,/blog,2,78.1,0,1,0,0,0,1,2026-03
S00502,2026-01-23,Email,Mobile,India,/contact,1,14.8,1,0,0,0,0,0,2026-01
S00503,2026-01-30,Referral,Mobile,India,/products,1,35.3,1,1,1,1,1,0,2026-01
S00504,2026-02-16,Direct,Desktop,United States,/contact,4,161.3,0,1,1,0,0,1,2026-02
S00505,2026-01-19,Direct,Desktop,United Kingdom,/,2,67.6,0,0,0,0,0,1,2026-01
S00506,2026-02-03,Social,Mobile,United Kingdom,/features,3,166.3,0,1,1,1,0,1,2026-02
S00507,2026-03-10,Organic Search,Mobile,United States,/contact,1,36.9,1,0,0,0,0,0,2026-03
S00508,2026-02-09,Social,Mobile,India,/blog,1,3.0,1,0,0,0,0,0,2026-02
S00509,2026-03-29,Direct,Desktop,India,/,3,169.5,0,0,0,0,0,1,2026-03
S00510,2026-02-16,Organic Search,Desktop,United Kingdom,/products,1,30.4,1,1,0,0,0,0,2026-02
S00511,2026-03-11,Organic Search,Mobile,United States,/,1,19.0,1,0,0,0,0,0,2026-03
S00512,2026-03-16,Email,Mobile,United Kingdom,/blog,1,23.0,1,0,0,0,0,0,2026-03
S00513,2026-03-06,Organic Search,Mobile,India,/contact,5,121.1,0,1,1,0,0,1,2026-03
S00514,2026-01-04,Organic Search,Mobile,India,/products,1,12.8,1,1,0,0,0,0,2026-01
S00515,2026-02-02,Direct,Mobile,Australia,/,3,223.2,0,0,0,0,0,1,2026-02
S00516,2026-02-26,Organic Search,Tablet,India,/products,1,30.6,1,1,0,0,0,0,2026-02
S00517,2026-03-16,Organic Search,Mobile,India,/pricing,1,28.7,1,1,1,0,0,0,2026-03
S00518,2026-02-22,Social,Mobile,United States,/pricing,5,283.1,0,1,1,0,0,1,2026-02
S00519,2026-03-17,Organic Search,Mobile,United States,/products,4,238.3,0,1,0,0,0,1,2026-03
S00520,2026-02-02,Social,Mobile,Australia,/blog,4,116.5,0,1,0,0,0,1,2026-02
S00521,2026-03-08,Email,Mobile,Australia,/,4,213.3,0,0,0,0,0,1,2026-03
S00522,2026-03-10,Direct,Mobile,United Kingdom,/blog,1,29.0,1,0,0,0,0,0,2026-03
S00523,2026-01-12,Organic Search,Mobile,India,/products,4,123.6,0,1,0,0,0,1,2026-01
S00524,2026-03-31,Paid Search,Desktop,India,/,1,14.4,1,0,0,0,0,0,2026-03
S00525,2026-03-11,Organic Search,Mobile,Canada,/blog,7,216.9,0,0,0,0,0,1,2026-03
S00526,2026-03-01,Direct,Desktop,India,/blog,3,124.1,0,0,0,0,0,1,2026-03
S00527,2026-02-12,Referral,Mobile,Australia,/pricing,2,132.0,0,1,0,0,0,1,2026-02
S00528,2026-03-02,Referral,Mobile,United States,/features,1,19.6,1,1,0,0,0,0,2026-03
S00529,2026-03-22,Social,Tablet,India,/pricing,1,26.4,1,1,1,1,1,0,2026-03
S00530,2026-01-22,Organic Search,Desktop,India,/products,5,140.5,0,1,0,0,0,1,2026-01
S00531,2026-03-30,Paid Search,Mobile,United States,/contact,4,258.9,0,1,0,0,0,1,2026-03
S00532,2026-03-20,Paid Search,Desktop,India,/contact,1,7.9,1,0,0,0,0,0,2026-03
S00533,2026-01-25,Direct,Mobile,India,/,1,22.7,1,0,0,0,0,0,2026-01
S00534,2026-01-11,Paid Search,Mobile,United States,/contact,1,33.9,1,0,0,0,0,0,2026-01
S00535,2026-02-06,Organic Search,Desktop,India,/features,2,125.6,0,1,0,0,0,1,2026-02
S00536,2026-03-12,Organic Search,Desktop,India,/,5,179.7,0,0,0,0,0,1,2026-03
S00537,2026-03-05,Direct,Mobile,United States,/pricing,2,154.1,0,1,0,0,0,1,2026-03
S00538,2026-03-22,Organic Search,Desktop,United Kingdom,/,2,207.1,0,0,0,0,0,1,2026-03
S00539,2026-02-24,Organic Search,Mobile,India,/pricing,2,89.8,0,1,0,0,0,1,2026-02
S00540,2026-03-06,Social,Mobile,Australia,/contact,1,26.4,1,0,0,0,0,0,2026-03
S00541,2026-03-24,Referral,Tablet,Australia,/products,1,14.5,1,1,0,0,0,0,2026-03
S00542,2026-01-29,Direct,Mobile,India,/pricing,5,193.8,0,1,1,1,0,1,2026-01
S00543,2026-02-25,Social,Desktop,India,/products,5,163.7,0,1,1,1,0,1,2026-02
S00544,2026-02-17,Referral,Desktop,United Kingdom,/pricing,5,208.9,0,1,0,0,0,1,2026-02
S00545,2026-03-06,Organic Search,Mobile,India,/features,1,6.4,1,1,0,0,0,0,2026-03
S00546,2026-03-19,Direct,Mobile,Canada,/products,2,224.5,0,1,1,0,0,1,2026-03
S00547,2026-01-15,Direct,Tablet,United States,/pricing,2,102.6,0,1,1,0,0,1,2026-01
S00548,2026-01-07,Organic Search,Desktop,India,/products,10,228.6,0,1,0,0,0,1,2026-01
S00549,2026-01-19,Social,Desktop,United States,/blog,4,147.0,0,0,0,0,0,1,2026-01
S00550,2026-01-23,Direct,Mobile,United States,/blog,2,174.6,0,0,0,0,0,1,2026-01
S00551,2026-01-10,Direct,Mobile,Australia,/blog,1,71.8,1,0,0,0,0,0,2026-01
S00552,2026-01-20,Organic Search,Mobile,India,/products,2,183.8,0,1,0,0,0,1,2026-01
S00553,2026-03-31,Organic Search,Mobile,Australia,/blog,1,19.2,1,0,0,0,0,0,2026-03
